V1,V4,V5
S,não quando eu cheguei eu fui trabalhar no estufa <p> aqui de flores <a>,S_ALCP_2018FB-_VeronicaS.eaf
S,não sei se já viu se você,S_ALCP_2018FB-_VeronicaS.eaf
S,ouviu falar em f,S_ALCP_2018FB-_VeronicaS.eaf
D1,f,S_ALCP_2018FB-_VeronicaS.eaf
S,é que é o dono de uma estufa <p> duas <a> estufa <p>,S_ALCP_2018FB-_VeronicaS.eaf
S,várias <a> estufa <p> que ele tem,S_ALCP_2018FB-_VeronicaS.eaf
D1,aham,S_ALCP_2018FB-_VeronicaS.eaf
S,tem uma aqui tem outra aqui tem outra em filomena,S_ALCP_2018FB-_VeronicaS.eaf
S,estufa <p> é uma empresa grande de flores <a> dele,S_ALCP_2018FB-_VeronicaS.eaf
S,aí eu passei um ano e seis <a> meses <a> trabalhando nessa estufa <p>,S_ALCP_2018FB-_VeronicaS.eaf
S,eu saí,S_ALCP_2018FB-_VeronicaS.eaf
S,e fui agora entrei,S_ALCP_2018FB-_VeronicaS.eaf
S,na,S_ALCP_2018FB-_VeronicaS.eaf
S,nessa,S_ALCP_2018FB-_VeronicaS.eaf
S,fábrica de isopor vai fazer três <a> ano agora que eu estou <e> lá,S_ALCP_2018FB-_VeronicaS.eaf
D1,entendi,S_ALCP_2018FB-_VeronicaS.eaf
D1,e lá qual que é o seu cargo,S_ALCP_2018FB-_VeronicaS.eaf
S,tudo de um de tudo eu faço um pouco,S_ALCP_2018FB-_VeronicaS.eaf
D1,uhum,S_ALCP_2018FB-_VeronicaS.eaf
S,de tudo eu faço um pouquinho lá,S_ALCP_2018FB-_VeronicaS.eaf
D1,entendi,S_ALCP_2018FB-_VeronicaS.eaf
S,ah eu amo trabalhar lá,S_ALCP_2018FB-_VeronicaS.eaf
D1,é,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
S,amo amo,S_ALCP_2018FB-_VeronicaS.eaf
S,muito bom lá,S_ALCP_2018FB-_VeronicaS.eaf
D1,você se sente reconhecida lá,S_ALCP_2018FB-_VeronicaS.eaf
S,isso,S_ALCP_2018FB-_VeronicaS.eaf
S,me sinto acolhida,S_ALCP_2018FB-_VeronicaS.eaf
S,o pessoal gosta <p> de mim me chama de v pra lá,S_ALCP_2018FB-_VeronicaS.eaf
S,é v pra cá,S_ALCP_2018FB-_VeronicaS.eaf
S,é v do café,S_ALCP_2018FB-_VeronicaS.eaf
S,que eu faço café pra eles <a> lá sabe,S_ALCP_2018FB-_VeronicaS.eaf
D1,uhum,S_ALCP_2018FB-_VeronicaS.eaf
S,é muito bom lá,S_ALCP_2018FB-_VeronicaS.eaf
D1,e lá você eh,S_ALCP_2018FB-_VeronicaS.eaf
D1,almeja outro cargo ou,S_ALCP_2018FB-_VeronicaS.eaf
S,o que mandar eu fazer eu faço,S_ALCP_2018FB-_VeronicaS.eaf
D1,é,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
S,porque quando eu comecei,S_ALCP_2018FB-_VeronicaS.eaf
D1,ah então,S_ALCP_2018FB-_VeronicaS.eaf
S,eu comecei passando não sei se você conhece lá,S_ALCP_2018FB-_VeronicaS.eaf
S,o,S_ALCP_2018FB-_VeronicaS.eaf
S,o o trabalho que nós <a> faz <a>,S_ALCP_2018FB-_VeronicaS.eaf
S,é passar,S_ALCP_2018FB-_VeronicaS.eaf
S,massa nas <a> na placa lá de isopor,S_ALCP_2018FB-_VeronicaS.eaf
S,começamos <0> assim,S_ALCP_2018FB-_VeronicaS.eaf
S,passar massa com a colher de,S_ALCP_2018FB-_VeronicaS.eaf
S,pedreiro,S_ALCP_2018FB-_VeronicaS.eaf
S,e depois <a> botava no sol pra secar,S_ALCP_2018FB-_VeronicaS.eaf
S,quando secava a gente recolhia tudo secava,S_ALCP_2018FB-_VeronicaS.eaf
S,ia multar pra botar hidráutica fazer um monte de coisa nessas <a> placa a gente faz <0>,S_ALCP_2018FB-_VeronicaS.eaf
S,é placa tem,S_ALCP_2018FB-_VeronicaS.eaf
S,de banho,S_ALCP_2018FB-_VeronicaS.eaf
D1,uhum,S_ALCP_2018FB-_VeronicaS.eaf
S,de máquina,S_ALCP_2018FB-_VeronicaS.eaf
S,de,S_ALCP_2018FB-_VeronicaS.eaf
S,banheiro,S_ALCP_2018FB-_VeronicaS.eaf
S,tudo tudo tem a por a a gente faz <a>,S_ALCP_2018FB-_VeronicaS.eaf
S,em todo setor eu já passei,S_ALCP_2018FB-_VeronicaS.eaf
S,pra você ter ideia,S_ALCP_2018FB-_VeronicaS.eaf
S,só não passei como já mesmo <h> digo,S_ALCP_2018FB-_VeronicaS.eaf
S,só não passei,S_ALCP_2018FB-_VeronicaS.eaf
S,na hidrapa mas <a> se botarem eu vou,S_ALCP_2018FB-_VeronicaS.eaf
D1,vai também,S_ALCP_2018FB-_VeronicaS.eaf
S,mas <0> em tudo que você imaginar que a gente trabalha ali,S_ALCP_2018FB-_VeronicaS.eaf
S,eu já passei,S_ALCP_2018FB-_VeronicaS.eaf
D1,uhum,S_ALCP_2018FB-_VeronicaS.eaf
S,sempre eu dou de conta,S_ALCP_2018FB-_VeronicaS.eaf
S,v eu estou <e> precisando e pra você ter ideia,S_ALCP_2018FB-_VeronicaS.eaf
S,a única só tem seis <a> mulher que trabalha lá porque eles <h> não querem pegar muita mulher,S_ALCP_2018FB-_VeronicaS.eaf
S,e a única mulher que trabalha dia de sábado quando eles <a> precisa é eu,S_ALCP_2018FB-_VeronicaS.eaf
S,eles <a> pedem sempre pra mim v,S_ALCP_2018FB-_VeronicaS.eaf
D1,chamam,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
S,v,S_ALCP_2018FB-_VeronicaS.eaf
S,nós <a> só chama você porque é só você mesmo <0> que dá de conta,S_ALCP_2018FB-_VeronicaS.eaf
S,que as <a> outra não querem vir,S_ALCP_2018FB-_VeronicaS.eaf
S,eu estou <e> aqui,S_ALCP_2018FB-_VeronicaS.eaf
S,a hora que precisar eu estou <e> aqui,S_ALCP_2018FB-_VeronicaS.eaf
D1,uhum,S_ALCP_2018FB-_VeronicaS.eaf
D1,legal,S_ALCP_2018FB-_VeronicaS.eaf
S,aí eu sinto que eu sou bem acolhida,S_ALCP_2018FB-_VeronicaS.eaf
S,eu sou,S_ALCP_2018FB-_VeronicaS.eaf
S,querida como diz <a> eles <a> você é a queridinha do patrão,S_ALCP_2018FB-_VeronicaS.eaf
D1,sim,S_ALCP_2018FB-_VeronicaS.eaf
D1,e,S_ALCP_2018FB-_VeronicaS.eaf
S,que é,S_ALCP_2018FB-_VeronicaS.eaf
S,posso olhar pra você mais <h> não,S_ALCP_2018FB-_VeronicaS.eaf
S,ah,S_ALCP_2018FB-_VeronicaS.eaf
D1,eh,S_ALCP_2018FB-_VeronicaS.eaf
D1,qual seria a sua profissão dos sonhos,S_ALCP_2018FB-_VeronicaS.eaf
S,a minha profissão dos <a> sonho era ser cozinheira,S_ALCP_2018FB-_VeronicaS.eaf
D1,cozinheira,S_ALCP_2018FB-_VeronicaS.eaf
D1,você gosta de cozinhar então,S_ALCP_2018FB-_VeronicaS.eaf
S,gosto <a>,S_ALCP_2018FB-_VeronicaS.eaf
D1,qual que que você mais gosta de cozinhar cozinha de tudo,S_ALCP_2018FB-_VeronicaS.eaf
S,de tudo po ah,S_ALCP_2018FB-_VeronicaS.eaf
D1,doce salgado,S_ALCP_2018FB-_VeronicaS.eaf
S,ao que eh boa essas <a> coisa assim nossa,S_ALCP_2018FB-_VeronicaS.eaf
S,eu estava <e> até,S_ALCP_2018FB-_VeronicaS.eaf
S,atrás <a> de fazer um curso de,S_ALCP_2018FB-_VeronicaS.eaf
S,culinária porque eu amo cozinhar,S_ALCP_2018FB-_VeronicaS.eaf
D1,é,S_ALCP_2018FB-_VeronicaS.eaf
D1,cozinha bem,S_ALCP_2018FB-_VeronicaS.eaf
S,cozinho,S_ALCP_2018FB-_VeronicaS.eaf
D1,dá conta,S_ALCP_2018FB-_VeronicaS.eaf
S,dou,S_ALCP_2018FB-_VeronicaS.eaf
D1,você faz co e eh aqui você faz comida de alagoas,S_ALCP_2018FB-_VeronicaS.eaf
S,faço,S_ALCP_2018FB-_VeronicaS.eaf
D1,é,S_ALCP_2018FB-_VeronicaS.eaf
D1,faz um cuscuz,S_ALCP_2018FB-_VeronicaS.eaf
S,faço,S_ALCP_2018FB-_VeronicaS.eaf
S,faço,S_ALCP_2018FB-_VeronicaS.eaf
S,ah dou conta,S_ALCP_2018FB-_VeronicaS.eaf
S,aqui,S_ALCP_2018FB-_VeronicaS.eaf
S,agora não eu estou <e> deixando mais <0> de comer cuscuz <a> <0> mas <a> eu né mas <0> meu marido se não tiver um cuscuz <a> <0> de noite pra ele,S_ALCP_2018FB-_VeronicaS.eaf
D1,uhn,S_ALCP_2018FB-_VeronicaS.eaf
S,tem que ter um cuscuz <a> <0>,S_ALCP_2018FB-_VeronicaS.eaf
S,porque aqui a gente não vê o povo comer só vê mais <a> jantar,S_ALCP_2018FB-_VeronicaS.eaf
S,arroz <0> macarrão feijão alguma,S_ALCP_2018FB-_VeronicaS.eaf
S,maionese alguma lasanha né que o povo faz <0> aqui,S_ALCP_2018FB-_VeronicaS.eaf
S,pra comer à noite,S_ALCP_2018FB-_VeronicaS.eaf
S,já em alagoas <0> você come,S_ALCP_2018FB-_VeronicaS.eaf
S,um cuscuz <a> <0>,S_ALCP_2018FB-_VeronicaS.eaf
S,uma batata,S_ALCP_2018FB-_VeronicaS.eaf
S,uma mandioca,S_ALCP_2018FB-_VeronicaS.eaf
S,um,S_ALCP_2018FB-_VeronicaS.eaf
S,um inhame,S_ALCP_2018FB-_VeronicaS.eaf
D1,uhn,S_ALCP_2018FB-_VeronicaS.eaf
S,um pão,S_ALCP_2018FB-_VeronicaS.eaf
S,e aqui aqui é diferente,S_ALCP_2018FB-_VeronicaS.eaf
D1,é bem diferente então,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
S,aí eu estou <e> aprendendo já acostumando <p> já com o jeito daqui,S_ALCP_2018FB-_VeronicaS.eaf
S,aí eu só faço cuscuz <a> <a> só pra ele,S_ALCP_2018FB-_VeronicaS.eaf
D1,aham,S_ALCP_2018FB-_VeronicaS.eaf
S,e o resto <a> pra mim,S_ALCP_2018FB-_VeronicaS.eaf
S,mas <a> ele o meu marido ele come quando eu ponho é,S_ALCP_2018FB-_VeronicaS.eaf
S,cuscuz <a> <0> feijão arroz <0> macarrão,S_ALCP_2018FB-_VeronicaS.eaf
S,tudo junto,S_ALCP_2018FB-_VeronicaS.eaf
D1,então ele já misturou o de lá,S_ALCP_2018FB-_VeronicaS.eaf
D1,já misturou o daqui come os dois,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
S,se tiver uma mandioca faz <0> a mesma <0> coisa,S_ALCP_2018FB-_VeronicaS.eaf
S,ele só não gosta <p> de batata,S_ALCP_2018FB-_VeronicaS.eaf
S,mas <a> se tiver mandioca ele coloca cuscuz <a> <0> mandioca feijão arroz <0>,S_ALCP_2018FB-_VeronicaS.eaf
S,se você ver ele comer você diz <0> meu filho,S_ALCP_2018FB-_VeronicaS.eaf
S,você é magro de ruim mesmo <h> né,S_ALCP_2018FB-_VeronicaS.eaf
D1,pra onde vai tudo isso,S_ALCP_2018FB-_VeronicaS.eaf
S,eu fico olhando também digo pra onde é que vai botar tudo isso na barriga,S_ALCP_2018FB-_VeronicaS.eaf
S,mas <0> não é não,S_ALCP_2018FB-_VeronicaS.eaf
S,a minha não cabe,S_ALCP_2018FB-_VeronicaS.eaf
S,mas <a> é assim,S_ALCP_2018FB-_VeronicaS.eaf
D1,uhum,S_ALCP_2018FB-_VeronicaS.eaf
D1,acho que você daria bem então cozinheira já que você,S_ALCP_2018FB-_VeronicaS.eaf
S,ah eu gosto <p>,S_ALCP_2018FB-_VeronicaS.eaf
S,eu sempre falo lá na firma,S_ALCP_2018FB-_VeronicaS.eaf
S,ai,S_ALCP_2018FB-_VeronicaS.eaf
S,podia botar aqui um restaurante <p> um,S_ALCP_2018FB-_VeronicaS.eaf
S,um restaurante <p> não,S_ALCP_2018FB-_VeronicaS.eaf
S,aqui no refeitório botar pra gente cozinhar,S_ALCP_2018FB-_VeronicaS.eaf
S,mas <0> traz <a> mais <0> gente que a gente leva comida da gente de casa,S_ALCP_2018FB-_VeronicaS.eaf
S,eu digo podia chamar uma cozinheira,S_ALCP_2018FB-_VeronicaS.eaf
S,principalmente eu porque se chamarem eu né,S_ALCP_2018FB-_VeronicaS.eaf
S,eu vou cozinhar pra vocês <a>,S_ALCP_2018FB-_VeronicaS.eaf
S,já me contratava pra isso né,S_ALCP_2018FB-_VeronicaS.eaf
D1,já está lá,S_ALCP_2018FB-_VeronicaS.eaf
S,já estou <e> lá,S_ALCP_2018FB-_VeronicaS.eaf
S,mesmo <a>,S_ALCP_2018FB-_VeronicaS.eaf
D1,já é só botar um fogão,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
D1,umas mesa,S_ALCP_2018FB-_VeronicaS.eaf
S,não mas <a> mas <a> tinha um fogão lá,S_ALCP_2018FB-_VeronicaS.eaf
S,quando era dia assim aniversário lá,S_ALCP_2018FB-_VeronicaS.eaf
S,o j que é o encarregado geral,S_ALCP_2018FB-_VeronicaS.eaf
S,ele ia fazer alguma coisa ele dizia v eu vou fazer isso e isso,S_ALCP_2018FB-_VeronicaS.eaf
S,você pensa que ele fazia,S_ALCP_2018FB-_VeronicaS.eaf
S,ele trazia as <a> coisa,S_ALCP_2018FB-_VeronicaS.eaf
S,ele deixava lá em cima da mesa v,S_ALCP_2018FB-_VeronicaS.eaf
S,você não vai fazer isso aqui não vai fazer lá no negócio no refeitório vai lá,S_ALCP_2018FB-_VeronicaS.eaf
S,era eu que ia,S_ALCP_2018FB-_VeronicaS.eaf
D1,então,S_ALCP_2018FB-_VeronicaS.eaf
D1,só faltou oficializar né,S_ALCP_2018FB-_VeronicaS.eaf
S,é o café de manhã,S_ALCP_2018FB-_VeronicaS.eaf
S,v,S_ALCP_2018FB-_VeronicaS.eaf
S,estão <e> precisando de café lá no escritório <a> vai lá fazer,S_ALCP_2018FB-_VeronicaS.eaf
S,ei,S_ALCP_2018FB-_VeronicaS.eaf
S,v faz <a> isso v faz <a> aquilo,S_ALCP_2018FB-_VeronicaS.eaf
S,é a v,S_ALCP_2018FB-_VeronicaS.eaf
D1,uhn joga essa ideia pra eles dizer da cozinha,S_ALCP_2018FB-_VeronicaS.eaf
S,ah eu já joguei eu disse seu j,S_ALCP_2018FB-_VeronicaS.eaf
S,em vez <0> de a gente trazer marmita e,S_ALCP_2018FB-_VeronicaS.eaf
S,podia já a gente cozinhar aqui,S_ALCP_2018FB-_VeronicaS.eaf
S,e vocês <a> fornecia as <a>,S_ALCP_2018FB-_VeronicaS.eaf
S,coisa e eu fazi eu cozinhava,S_ALCP_2018FB-_VeronicaS.eaf
S,não tinha problema nenhum,S_ALCP_2018FB-_VeronicaS.eaf
S,só era tirar eu de lá e botar eu aqui,S_ALCP_2018FB-_VeronicaS.eaf
S,do refeitório que eu fazia e dava de sobra,S_ALCP_2018FB-_VeronicaS.eaf
D1,pra todo mundo já né,S_ALCP_2018FB-_VeronicaS.eaf
S,ah já fazia pra todo mundo,S_ALCP_2018FB-_VeronicaS.eaf
D1,ia ser bom assim,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
D1,e,S_ALCP_2018FB-_VeronicaS.eaf
D1,se você ganhasse na mega sena,S_ALCP_2018FB-_VeronicaS.eaf
D1,que que você faria,S_ALCP_2018FB-_VeronicaS.eaf
D1,já pensou nisso,S_ALCP_2018FB-_VeronicaS.eaf
S,já,S_ALCP_2018FB-_VeronicaS.eaf
S,eu aju ajudaria,S_ALCP_2018FB-_VeronicaS.eaf
S,o meu irmão,S_ALCP_2018FB-_VeronicaS.eaf
S,o meu sobrinho,S_ALCP_2018FB-_VeronicaS.eaf
S,que eu tenho um sobrinho,S_ALCP_2018FB-_VeronicaS.eaf
S,que ele não tem,S_ALCP_2018FB-_VeronicaS.eaf
S,não tem mãe,S_ALCP_2018FB-_VeronicaS.eaf
S,e ai ai não tem nem pai que não é criado pelo pai né,S_ALCP_2018FB-_VeronicaS.eaf
D1,uhum,S_ALCP_2018FB-_VeronicaS.eaf
S,ajudaria meu irmão,S_ALCP_2018FB-_VeronicaS.eaf
S,e meu sobrinho,S_ALCP_2018FB-_VeronicaS.eaf
D1,é,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
D1,e pra você,S_ALCP_2018FB-_VeronicaS.eaf
S,eu não penso em mim,S_ALCP_2018FB-_VeronicaS.eaf
D1,não,S_ALCP_2018FB-_VeronicaS.eaf
D1,primeiro os outros,S_ALCP_2018FB-_VeronicaS.eaf
S,primeiro,S_ALCP_2018FB-_VeronicaS.eaf
S,os <a> outro,S_ALCP_2018FB-_VeronicaS.eaf
D1,quem está precisando né,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
S,primeiro quem está <e> precisando esse que vem chegando aí é o meu marido,S_ALCP_2018FB-_VeronicaS.eaf
D1,ai ge,S_ALCP_2018FB-_VeronicaS.eaf
D1,ah é,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
ROTEIRO,TRABALHO,S_ALCP_2018FB-_YasminS.eaf
D1,você falou pra mim que você está fazendo uns bicos né digamos assim é lá em campinas,S_ALCP_2018FB-_YasminS.eaf
S,não,S_ALCP_2018FB-_YasminS.eaf
S,aqui mesmo em vinhedo,S_ALCP_2018FB-_YasminS.eaf
D1,é aqui mesmo,S_ALCP_2018FB-_YasminS.eaf
D1,ah então está todo mundo em casa digamos assim,S_ALCP_2018FB-_YasminS.eaf
S,também fiz um curso né,S_ALCP_2018FB-_YasminS.eaf
D1,aham,S_ALCP_2018FB-_YasminS.eaf
S,esse tempo que eu estou desempregada o ano passado,S_ALCP_2018FB-_YasminS.eaf
S,comecei de agosto,S_ALCP_2018FB-_YasminS.eaf
S,fui agosto até dezembro,S_ALCP_2018FB-_YasminS.eaf
S,consegui uma bolsa né,S_ALCP_2018FB-_YasminS.eaf
D1,ahn,S_ALCP_2018FB-_YasminS.eaf
S,uma bolsa pelo s,S_ALCP_2018FB-_YasminS.eaf
S,de,S_ALCP_2018FB-_YasminS.eaf
S,um curso de formação,S_ALCP_2018FB-_YasminS.eaf
D1,uhum,S_ALCP_2018FB-_YasminS.eaf
S,aí eu fi,S_ALCP_2018FB-_YasminS.eaf
S,fiz inspetor de qualidade em valinhos pelo s,S_ALCP_2018FB-_YasminS.eaf
D1,mas aí você está tra fazendo bico na área que você fez o curso,S_ALCP_2018FB-_YasminS.eaf
S,não,S_ALCP_2018FB-_YasminS.eaf
D1,qual que é a sua área,S_ALCP_2018FB-_YasminS.eaf
S,eu estou só,S_ALCP_2018FB-_YasminS.eaf
S,fazendo de recepcionista no no restaurante que a minha mãe trabalha,S_ALCP_2018FB-_YasminS.eaf
D1,uhum,S_ALCP_2018FB-_YasminS.eaf
D1,é aqui pertinho,S_ALCP_2018FB-_YasminS.eaf
S,só o final de semana,S_ALCP_2018FB-_YasminS.eaf
D1,ah é aqui né,S_ALCP_2018FB-_YasminS.eaf
S,é,S_ALCP_2018FB-_YasminS.eaf
S,do lado aqui,S_ALCP_2018FB-_YasminS.eaf
D1,aqui do lado,S_ALCP_2018FB-_YasminS.eaf
S,só o final de semana e,S_ALCP_2018FB-_YasminS.eaf
S,é,S_ALCP_2018FB-_YasminS.eaf
S,o natal que eu não trabalhei aí eu já fiquei,S_ALCP_2018FB-_YasminS.eaf
S,aí ele fez um pacote pra ficar só os final de semana,S_ALCP_2018FB-_YasminS.eaf
D1,ah por um lado é bom né,S_ALCP_2018FB-_YasminS.eaf
S,já ajuda,S_ALCP_2018FB-_YasminS.eaf
S,é,S_ALCP_2018FB-_YasminS.eaf
D1,só trabalha fim de semana mas ao mesmo tempo,S_ALCP_2018FB-_YasminS.eaf
S,se eu ficar aqui parada,S_ALCP_2018FB-_YasminS.eaf
D1,mas tomara que você consiga alguma coisa aí né,S_ALCP_2018FB-_YasminS.eaf
D1,mas aí como você está morando em campinas e você vem pra cá de fim de semana,S_ALCP_2018FB-_YasminS.eaf
D1,você vem geralmente às vezes você dorme aqui ou não,S_ALCP_2018FB-_YasminS.eaf
D1,você fica indo e voltando,S_ALCP_2018FB-_YasminS.eaf
S,não,S_ALCP_2018FB-_YasminS.eaf
S,geralmente eu venho ou com meu esposo ou de ônibus,S_ALCP_2018FB-_YasminS.eaf
D1,ah entendi,S_ALCP_2018FB-_YasminS.eaf
S,é só vinte minutos ou quinze de ônibus,S_ALCP_2018FB-_YasminS.eaf
D1,é pertinho né,S_ALCP_2018FB-_YasminS.eaf
S,pertinho é,S_ALCP_2018FB-_YasminS.eaf
D1,é também tem um caminho aqui que já sai direto lá no seu bairro né,S_ALCP_2018FB-_YasminS.eaf
S,é aqui mesmo,S_ALCP_2018FB-_YasminS.eaf
D1,aqui pertinho,S_ALCP_2018FB-_YasminS.eaf
S,é vinte minutos de ônibus,S_ALCP_2018FB-_YasminS.eaf
D1,e você gosta do seu serviço,S_ALCP_2018FB-_YasminS.eaf
S,não é o que eu quero né,S_ALCP_2018FB-_YasminS.eaf
D1,uhum,S_ALCP_2018FB-_YasminS.eaf
S,assim pelo que eu já o meu primeiro emprego foi na pizzaria,S_ALCP_2018FB-_YasminS.eaf
D1,uhum,S_ALCP_2018FB-_YasminS.eaf
S,e eu não me identifiquei muito com pizzaria e nem restaurante,S_ALCP_2018FB-_YasminS.eaf
S,ou ser assim,S_ALCP_2018FB-_YasminS.eaf
D1,mas os dois você era recepcionista,S_ALCP_2018FB-_YasminS.eaf
S,não,S_ALCP_2018FB-_YasminS.eaf
D1,nos dois,S_ALCP_2018FB-_YasminS.eaf
D1,na pizzaria não,S_ALCP_2018FB-_YasminS.eaf
S,pizzaria eu era caixa,S_ALCP_2018FB-_YasminS.eaf
D1,ah tá,S_ALCP_2018FB-_YasminS.eaf
D1,é recepcionista na pizzaria né tem que ser caixa mesmo,S_ALCP_2018FB-_YasminS.eaf
S,é,S_ALCP_2018FB-_YasminS.eaf
S,eu era caixa,S_ALCP_2018FB-_YasminS.eaf
S,assim não gosto porque você é muito presa,S_ALCP_2018FB-_YasminS.eaf
S,final de semana você tem que trabalhar,S_ALCP_2018FB-_YasminS.eaf
D1,é final de semana é o point né,S_ALCP_2018FB-_YasminS.eaf
S,feriado,S_ALCP_2018FB-_YasminS.eaf
D1,não tem como deixar né de abrir,S_ALCP_2018FB-_YasminS.eaf
S,todos os dias além os feriado e final de semana você ir de,S_ALCP_2018FB-_YasminS.eaf
S,fazer extra,S_ALCP_2018FB-_YasminS.eaf
S,um dia ou dois na semana legal,S_ALCP_2018FB-_YasminS.eaf
S,mas todos os dias de final de semana e feriado,S_ALCP_2018FB-_YasminS.eaf
D1,é cansativo né porque fim de semana todo mundo descansa e você vai,S_ALCP_2018FB-_YasminS.eaf
S,é estressante,S_ALCP_2018FB-_YasminS.eaf
S,você só tem,S_ALCP_2018FB-_YasminS.eaf
S,tipo eu mesmo só tinha uma folga na semana,S_ALCP_2018FB-_YasminS.eaf
S,e um domingo no mês ou dois domingo no mês no máximo,S_ALCP_2018FB-_YasminS.eaf
S,de folga,S_ALCP_2018FB-_YasminS.eaf
D1,uhum,S_ALCP_2018FB-_YasminS.eaf
S,então as férias,S_ALCP_2018FB-_YasminS.eaf
D1,uhum,S_ALCP_2018FB-_YasminS.eaf
S,ai eu não gostei muito dessa área assim muito não,S_ALCP_2018FB-_YasminS.eaf
D1,então você não você não se sente reconhecida aqui no seu trabalho assim,S_ALCP_2018FB-_YasminS.eaf
S,não,S_ALCP_2018FB-_YasminS.eaf
S,não,S_ALCP_2018FB-_YasminS.eaf
D1,tem mas tem algum cargo ali dentro que você almeja ou você quer sair pra outra coisa mesmo,S_ALCP_2018FB-_YasminS.eaf
S,não,S_ALCP_2018FB-_YasminS.eaf
S,não,S_ALCP_2018FB-_YasminS.eaf
S,quero sair pra outra área,S_ALCP_2018FB-_YasminS.eaf
D1,ah tá,S_ALCP_2018FB-_YasminS.eaf
D1,qual que seria a profissão dos seus sonhos,S_ALCP_2018FB-_YasminS.eaf
S,eu gosto eu trabalhava antes eu gostei muito na parte de analista de crédito,S_ALCP_2018FB-_YasminS.eaf
S,parte de financeira de cartão de crédito,S_ALCP_2018FB-_YasminS.eaf
D1,uhum,S_ALCP_2018FB-_YasminS.eaf
S,gostei muito da área trabalhei quatro anos,S_ALCP_2018FB-_YasminS.eaf
D1,uhum,S_ALCP_2018FB-_YasminS.eaf
S,no meu último emprego,S_ALCP_2018FB-_YasminS.eaf
S,na parte analista de crédito de cobrança,S_ALCP_2018FB-_YasminS.eaf
D1,uhum,S_ALCP_2018FB-_YasminS.eaf
D1,seu seria o financeiro né,S_ALCP_2018FB-_YasminS.eaf
S,porque não tem contato assim é,S_ALCP_2018FB-_YasminS.eaf
S,não tem contato direto com cliente com a pessoa né,S_ALCP_2018FB-_YasminS.eaf
D1,de uma empresa,S_ALCP_2018FB-_YasminS.eaf
D1,aham,S_ALCP_2018FB-_YasminS.eaf
S,só por telefone,S_ALCP_2018FB-_YasminS.eaf
S,eu gosto de trabalhar na parte de documentação,S_ALCP_2018FB-_YasminS.eaf
S,re eh preenchendo cadastro é,S_ALCP_2018FB-_YasminS.eaf
D1,mais es escritório assim né,S_ALCP_2018FB-_YasminS.eaf
D1,ah,S_ALCP_2018FB-_YasminS.eaf
S,me identifiquei muito gostei,S_ALCP_2018FB-_YasminS.eaf
D1,é né eu acho melhor mesmo também,S_ALCP_2018FB-_YasminS.eaf
S,fora que o feriado você está em casa né,S_ALCP_2018FB-_YasminS.eaf
D1,melhor parte,S_ALCP_2018FB-_YasminS.eaf
S,sábado até meio dia,S_ALCP_2018FB-_YasminS.eaf
D1,mas o que que você faria se você ganhasse na mega sena,S_ALCP_2018FB-_YasminS.eaf
S,uhn,S_ALCP_2018FB-_YasminS.eaf
D1,você ia parar de trabalhar,S_ALCP_2018FB-_YasminS.eaf
D1,ou não,S_ALCP_2018FB-_YasminS.eaf
S,acho que eu tentaria,S_ALCP_2018FB-_YasminS.eaf
S,abrir alguma coisa pra mim,S_ALCP_2018FB-_YasminS.eaf
D1,uma lojinha,S_ALCP_2018FB-_YasminS.eaf
S,alguma empresa assim mais ou menos isso um,S_ALCP_2018FB-_YasminS.eaf
S,uma rede de de salão de cabeleireiro ou alguma coisa assim,S_ALCP_2018FB-_YasminS.eaf
D1,vocês são uma mulher de negócios,S_ALCP_2018FB-_YasminS.eaf
S,é,S_ALCP_2018FB-_YasminS.eaf
S,ou,S_ALCP_2018FB-_YasminS.eaf
S,um condomínio abrir um condomínio alguma coisa assim,S_ALCP_2018FB-_YasminS.eaf
S,trabalhar com imóveis,S_ALCP_2018FB-_YasminS.eaf
D1,uhum,S_ALCP_2018FB-_YasminS.eaf
S,que eu acho que dá bem rendimento né,S_ALCP_2018FB-_YasminS.eaf
D1,alguma coisa que te desse um retorno assim você não ia só sair viajando gastando por aí você ia,S_ALCP_2018FB-_YasminS.eaf
S,é,S_ALCP_2018FB-_YasminS.eaf
S,não,S_ALCP_2018FB-_YasminS.eaf
