V1,V4,V5
S,não não com tanta frequência mas <0> a gente sempre está <a> conversando quando dá manda mensagem no whatsapp <a>,S_ALCP_2018FA+_CleoniceC.eaf
S,às <0> vez <0> a gente liga,S_ALCP_2018FA+_CleoniceC.eaf
D1,entendi,S_ALCP_2018FA+_CleoniceC.eaf
D1,e você costuma viajar,S_ALCP_2018FA+_CleoniceC.eaf
S,não,S_ALCP_2018FA+_CleoniceC.eaf
S,não tanto,S_ALCP_2018FA+_CleoniceC.eaf
D1,pra pra quais lugares você já,S_ALCP_2018FA+_CleoniceC.eaf
D1,foi,S_ALCP_2018FA+_CleoniceC.eaf
S,ah,S_ALCP_2018FA+_CleoniceC.eaf
S,viajar assim você fala viajar de passar muitos <a> dias <p> ou,S_ALCP_2018FA+_CleoniceC.eaf
D1,é qualquer tipo de viagem,S_ALCP_2018FA+_CleoniceC.eaf
D1,de saída,S_ALCP_2018FA+_CleoniceC.eaf
S,é,S_ALCP_2018FA+_CleoniceC.eaf
D1,daqui,S_ALCP_2018FA+_CleoniceC.eaf
S,eu já fui pro guarujá,S_ALCP_2018FA+_CleoniceC.eaf
S,já fui pra aparecida,S_ALCP_2018FA+_CleoniceC.eaf
S,em sumaré a gente sempre vai,S_ALCP_2018FA+_CleoniceC.eaf
D1,sim,S_ALCP_2018FA+_CleoniceC.eaf
S,né daqui só,S_ALCP_2018FA+_CleoniceC.eaf
D1,e que lugares que você gostaria de conhecer,S_ALCP_2018FA+_CleoniceC.eaf
S,que eu gostaria <a> de conhecer,S_ALCP_2018FA+_CleoniceC.eaf
S,olha não se,S_ALCP_2018FA+_CleoniceC.eaf
S,falar assim lugar se eu pudesse eu conheceria toda a região nordeste <p>,S_ALCP_2018FA+_CleoniceC.eaf
S,lugar frio não vou só,S_ALCP_2018FA+_CleoniceC.eaf
S,em lugares <a> quentes <a> sabe,S_ALCP_2018FA+_CleoniceC.eaf
D1,entendi,S_ALCP_2018FA+_CleoniceC.eaf
S,mas <a> um lugar assim pra dizer que eu tenho muita vontade de ir,S_ALCP_2018FA+_CleoniceC.eaf
S,eu tenho vontade eu teria vontade se não fosse a violência de conhecer o rio de janeiro,S_ALCP_2018FA+_CleoniceC.eaf
S,mas <a>,S_ALCP_2018FA+_CleoniceC.eaf
S,vou não,S_ALCP_2018FA+_CleoniceC.eaf
S,se eu pudesse eu,S_ALCP_2018FA+_CleoniceC.eaf
D1,se não se você pudesse você não iria,S_ALCP_2018FA+_CleoniceC.eaf
S,não,S_ALCP_2018FA+_CleoniceC.eaf
S,eu tenho tenho vontade eu acho muito ah eu poderia até ir pra parati angra dos <a> reis <a>,S_ALCP_2018FA+_CleoniceC.eaf
D1,sim,S_ALCP_2018FA+_CleoniceC.eaf
D1,mais tranquilo né,S_ALCP_2018FA+_CleoniceC.eaf
S,é,S_ALCP_2018FA+_CleoniceC.eaf
S,mas <a> assim pra lá é muita violência lá,S_ALCP_2018FA+_CleoniceC.eaf
D1,que pro rio mesmo não,S_ALCP_2018FA+_CleoniceC.eaf
S,pro rio não,S_ALCP_2018FA+_CleoniceC.eaf
ROTEIRO,LAZER,S_ALCP_2018FA-_EraniceS.eaf
D1,eh com relação à lazer,S_ALCP_2018FA-_EraniceS.eaf
D1,o que que você você costuma fazer,S_ALCP_2018FA-_EraniceS.eaf
D1,com seus amigos com a sua família,S_ALCP_2018FA-_EraniceS.eaf
S,amigo eu não tenho amigo não,S_ALCP_2018FA-_EraniceS.eaf
D1,e e com a com a sua família então na onde que você costuma ir passear,S_ALCP_2018FA-_EraniceS.eaf
S,ah,S_ALCP_2018FA-_EraniceS.eaf
D1,tem algum lugar,S_ALCP_2018FA-_EraniceS.eaf
S,lá que você fala,S_ALCP_2018FA-_EraniceS.eaf
D1,não qualquer lugar normalmente assim que você,S_ALCP_2018FA-_EraniceS.eaf
S,não nós não saía não lá,S_ALCP_2018FA-_EraniceS.eaf
D1,só vai na na casa de parente é isso,S_ALCP_2018FA-_EraniceS.eaf
S,é só parente,S_ALCP_2018FA-_EraniceS.eaf
S,lá pertinho,S_ALCP_2018FA-_EraniceS.eaf
S,aqui também aqui é só na casa de parente,S_ALCP_2018FA-_EraniceS.eaf
S,e e deles aqui,S_ALCP_2018FA-_EraniceS.eaf
S,quieto,S_ALCP_2018FA-_EraniceS.eaf
D1,ah tá,S_ALCP_2018FA-_EraniceS.eaf
D1,ahn,S_ALCP_2018FA-_EraniceS.eaf
D1,e seus amigos mais antigos são de lá,S_ALCP_2018FA-_EraniceS.eaf
S,é de lá,S_ALCP_2018FA-_EraniceS.eaf
S,que eu saía pras baladas,S_ALCP_2018FA-_EraniceS.eaf
D1,que você sa,S_ALCP_2018FA-_EraniceS.eaf
S,hoje elas são tudo solteira e a única que casou só foi eu,S_ALCP_2018FA-_EraniceS.eaf
D1,nossa,S_ALCP_2018FA-_EraniceS.eaf
S,é as minhas amiga lá estão tudo solteira,S_ALCP_2018FA-_EraniceS.eaf
S,não,S_ALCP_2018FA-_EraniceS.eaf
S,eu que voltei xxx com três filho,S_ALCP_2018FA-_EraniceS.eaf
S,elas são tudo solteira lá,S_ALCP_2018FA-_EraniceS.eaf
D1,eu sou solteirona,S_ALCP_2018FA-_EraniceS.eaf
S,que eu fui lá o ano passado,S_ALCP_2018FA-_EraniceS.eaf
S,agora em abril fez um ano que eu vim de lá,S_ALCP_2018FA-_EraniceS.eaf
S,fui lá passear,S_ALCP_2018FA-_EraniceS.eaf
D1,ai que gostoso,S_ALCP_2018FA-_EraniceS.eaf
S,eu estava grávida dele de seis mês quando eu fui,S_ALCP_2018FA-_EraniceS.eaf
D1,coragem,S_ALCP_2018FA-_EraniceS.eaf
D1,ahn,S_ALCP_2018FA-_EraniceS.eaf
D1,e e essas essas amigas de lá você tem contato ainda ou não,S_ALCP_2018FA-_EraniceS.eaf
S,não,S_ALCP_2018FA-_EraniceS.eaf
D1,não tem,S_ALCP_2018FA-_EraniceS.eaf
S,tem mais não,S_ALCP_2018FA-_EraniceS.eaf
D1,puxa,S_ALCP_2018FA-_EraniceS.eaf
D1,e você você gosta de viajar,S_ALCP_2018FA-_EraniceS.eaf
D1,pra passear ou não,S_ALCP_2018FA-_EraniceS.eaf
S,gosto,S_ALCP_2018FA-_EraniceS.eaf
D1,onde você já foi,S_ALCP_2018FA-_EraniceS.eaf
S,aqui,S_ALCP_2018FA-_EraniceS.eaf
S,eu já fui aqui,S_ALCP_2018FA-_EraniceS.eaf
S,não aqui eu nunca fui não,S_ALCP_2018FA-_EraniceS.eaf
S,aqui eu nunca viajei não,S_ALCP_2018FA-_EraniceS.eaf
S,daqui que eu viajei pra minha cidade,S_ALCP_2018FA-_EraniceS.eaf
S,o ano passado,S_ALCP_2018FA-_EraniceS.eaf
D1,e daí você gosta de fazer isso tipo de ir lá pra passear tal,S_ALCP_2018FA-_EraniceS.eaf
S,é eu estava se a se eu não arrumar serviço eu estava pensando de ir agora no mês de junho pra lá,S_ALCP_2018FA-_EraniceS.eaf
S,pra casa da minha mãe passear,S_ALCP_2018FA-_EraniceS.eaf
S,se eu não tiver trabalhando,S_ALCP_2018FA-_EraniceS.eaf
D1,ah sim,S_ALCP_2018FA-_EraniceS.eaf
S,mas se eu tiver aí agora só em janeiro,S_ALCP_2018FA-_EraniceS.eaf
D1,deixa eu pegar um pra ele ui,S_ALCP_2018FA-_EraniceS.eaf
D1,uhn,S_ALCP_2018FA-_EraniceS.eaf
S,toma,S_ALCP_2018FA-_EraniceS.eaf
D1,ele ficou olhando,S_ALCP_2018FA-_EraniceS.eaf
S,toma,S_ALCP_2018FA-_EraniceS.eaf
S,segura,S_ALCP_2018FA-_EraniceS.eaf
D1,e tem algum lugar que você gostaria de conhecer,S_ALCP_2018FA-_EraniceS.eaf
S,aqui,S_ALCP_2018FA-_EraniceS.eaf
D1,qualquer lugar assim,S_ALCP_2018FA-_EraniceS.eaf
S,não,S_ALCP_2018FA-_EraniceS.eaf
D1,e lá no nordeste,S_ALCP_2018FA-_EraniceS.eaf
S,ah lá tinha,S_ALCP_2018FA-_EraniceS.eaf
S,eh maceió eu nunca fui lá não sei se você já ouviu falar,S_ALCP_2018FA-_EraniceS.eaf
D1,ai já,S_ALCP_2018FA-_EraniceS.eaf
S,eh juazeiro eu nunca fui,S_ALCP_2018FA-_EraniceS.eaf
D1,ai,S_ALCP_2018FA-_EraniceS.eaf
D1,eu também não,S_ALCP_2018FA-_EraniceS.eaf
S,é esses dois lugar,S_ALCP_2018FA-_EraniceS.eaf
D1,em juazeiro tem o quê,S_ALCP_2018FA-_EraniceS.eaf
S,é coisa assim,S_ALCP_2018FA-_EraniceS.eaf
S,eu nunca fui lá mas as pessoa fala que lá é bom que vende aqueles santinho lá,S_ALCP_2018FA-_EraniceS.eaf
S,é coisa de,S_ALCP_2018FA-_EraniceS.eaf
S,de reza assim,S_ALCP_2018FA-_EraniceS.eaf
S,quem é católico né que tem crente que nem que não gosta dessas coisa,S_ALCP_2018FA-_EraniceS.eaf
D1,e feira tem feira também não tem,S_ALCP_2018FA-_EraniceS.eaf
S,tem de segunda-feira lá a feira às vez de segunda eu ia andar mais a menina na feira,S_ALCP_2018FA-_EraniceS.eaf
S,psiu,S_ALCP_2018FA-_EraniceS.eaf
D1,tsc ah,S_ALCP_2018FA-_EraniceS.eaf
S,toma toma toma toma,S_ALCP_2018FA-_EraniceS.eaf
D1,tadico,S_ALCP_2018FA-_EraniceS.eaf
S,ele está é com fome,S_ALCP_2018FA-_EraniceS.eaf
D1,eh uhn,S_ALCP_2018FA-_EraniceS.eaf
ROTEIRO,LAZER,S_ALCP_2018FA-_MarleneN.eaf
D1,aqui nas horas de lazer o que que você e a sua família gostam de fazer por aqui,S_ALCP_2018FA-_MarleneN.eaf
S,ah tipo assim quando é final de semana,S_ALCP_2018FA-_MarleneN.eaf
S,ah nós ali embaixo na onde eu moro nós gosta muito de fazer churrasco,S_ALCP_2018FA-_MarleneN.eaf
S,final de semana,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
S,faz churrasco quando é churrasco aqui é na casa de alguma outra pessoa mas é mais churrasco tipo assim,S_ALCP_2018FA-_MarleneN.eaf
S,ou algum café da tarde,S_ALCP_2018FA-_MarleneN.eaf
S,a gente sempre faz alguma coisinha,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
S,a gente sempre está,S_ALCP_2018FA-_MarleneN.eaf
D1,mas vocês fazem uma coisa mais caseira mesmo assim churrasco vocês fazem na casa de alguém vocês não tem costume de,S_ALCP_2018FA-_MarleneN.eaf
D1,ah vamos pro shopping ah vamos pro cinema ah vamos não sei aonde,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,vamos no restau não,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,mais caseiro mesmo,S_ALCP_2018FA-_MarleneN.eaf
S,é mais em casa mesmo por aqui no bairro mesmo,S_ALCP_2018FA-_MarleneN.eaf
D1,entendi,S_ALCP_2018FA-_MarleneN.eaf
D1,e você acha que campinas tem boas opções de lazer,S_ALCP_2018FA-_MarleneN.eaf
S,ah eu acho que sim tipo assim pra mim não tem muito porque como,S_ALCP_2018FA-_MarleneN.eaf
S,depende muito de ônibus,S_ALCP_2018FA-_MarleneN.eaf
S,e também não sei andar muito por aqui,S_ALCP_2018FA-_MarleneN.eaf
S,então acho que pra quem tem carro e sabe andar tem sim,S_ALCP_2018FA-_MarleneN.eaf
S,bastante,S_ALCP_2018FA-_MarleneN.eaf
D1,tem bastante,S_ALCP_2018FA-_MarleneN.eaf
D1,quais seriam assim você sabe,S_ALCP_2018FA-_MarleneN.eaf
S,ah eu acho que tem o o bosque,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
S,a lagoa do taquaral,S_ALCP_2018FA-_MarleneN.eaf
S,bastante shopping né querendo ou não é uma diversão,S_ALCP_2018FA-_MarleneN.eaf
D1,aqui tem muito shopping,S_ALCP_2018FA-_MarleneN.eaf
S,pra você sair um pouco de casa,S_ALCP_2018FA-_MarleneN.eaf
S,bastante coisa,S_ALCP_2018FA-_MarleneN.eaf
D1,então tem coisa pra fazer quem quiser fazer tem bastante,S_ALCP_2018FA-_MarleneN.eaf
S,tem,S_ALCP_2018FA-_MarleneN.eaf
S,várias pracinhas áreas de lazer bastante coisa,S_ALCP_2018FA-_MarleneN.eaf
D1,depende só da pessoa querer ir,S_ALCP_2018FA-_MarleneN.eaf
S,é,S_ALCP_2018FA-_MarleneN.eaf
S,depende da pessoa ir,S_ALCP_2018FA-_MarleneN.eaf
D1,e quais são os seus amigos mais antigos,S_ALCP_2018FA-_MarleneN.eaf
D1,eles são daqui ou eles são lá de alagoas,S_ALCP_2018FA-_MarleneN.eaf
S,não aqui eu não tenho nenhum são de alagoas,S_ALCP_2018FA-_MarleneN.eaf
D1,todos de alagoas,S_ALCP_2018FA-_MarleneN.eaf
S,de alagoas,S_ALCP_2018FA-_MarleneN.eaf
S,aqui não tem nenhum amigo antigo antigo não da minha infância não,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
D1,mas esses amigos antigos que você tem de alagoas você mantém contato com eles,S_ALCP_2018FA-_MarleneN.eaf
S,sim pelo face,S_ALCP_2018FA-_MarleneN.eaf
D1,pelo face,S_ALCP_2018FA-_MarleneN.eaf
D1,ah legal né,S_ALCP_2018FA-_MarleneN.eaf
S,é,S_ALCP_2018FA-_MarleneN.eaf
D1,de fato né não pode esquecer,S_ALCP_2018FA-_MarleneN.eaf
D1,e você costuma ir viajar pra outros,S_ALCP_2018FA-_MarleneN.eaf
S,ah quanto eu estou com condições sim eu costumo ir ver minha mãe né,S_ALCP_2018FA-_MarleneN.eaf
S,parente porque ir querendo ou não indo pra lá gasta um pouco,S_ALCP_2018FA-_MarleneN.eaf
D1,ah gasta,S_ALCP_2018FA-_MarleneN.eaf
S,porque é eu e as menina então gasta um pouco mas sempre quando,S_ALCP_2018FA-_MarleneN.eaf
S,tem a oportunidade de ir eu estou indo,S_ALCP_2018FA-_MarleneN.eaf
S,viajando pra lá,S_ALCP_2018FA-_MarleneN.eaf
D1,só que daí você vai lá pra pernambuco né,S_ALCP_2018FA-_MarleneN.eaf
S,pernambuco não aí eu vou pra pernambuco de lá eu vou pra arapiraca alagoas que lá eu também tenho outros familiares,S_ALCP_2018FA-_MarleneN.eaf
D1,no caso,S_ALCP_2018FA-_MarleneN.eaf
D1,ahn,S_ALCP_2018FA-_MarleneN.eaf
S,tipo avó mãe do meu pai tudo mora lá,S_ALCP_2018FA-_MarleneN.eaf
D1,você está fazendo duas viagens então,S_ALCP_2018FA-_MarleneN.eaf
S,duas <a> viagem,S_ALCP_2018FA-_MarleneN.eaf
D1,entendi,S_ALCP_2018FA-_MarleneN.eaf
D1,mas aí fora eh quando você vai pra pernambuco volta pra alagoas,S_ALCP_2018FA-_MarleneN.eaf
D1,você já acostumou a viajar pra algum outro lugar,S_ALCP_2018FA-_MarleneN.eaf
D1,assim outros estados,S_ALCP_2018FA-_MarleneN.eaf
S,sim,S_ALCP_2018FA-_MarleneN.eaf
S,não estado <a> estado <a> não,S_ALCP_2018FA-_MarleneN.eaf
S,eu vou às <a> vezes <a> aqui pro interior de campinas <a> também,S_ALCP_2018FA-_MarleneN.eaf
D1,aham,S_ALCP_2018FA-_MarleneN.eaf
S,interior de são paulo que a mãe do meu marido mora,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
S,então às <a> vezes <a> a gente vai pra lá,S_ALCP_2018FA-_MarleneN.eaf
S,também,S_ALCP_2018FA-_MarleneN.eaf
D1,mais no interior mesmo,S_ALCP_2018FA-_MarleneN.eaf
S,é,S_ALCP_2018FA-_MarleneN.eaf
D1,mas assim pro rio você nunca foi,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,minas,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,o sul,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,pro norte também não,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,entendi,S_ALCP_2018FA-_MarleneN.eaf
D1,está bom,S_ALCP_2018FA-_MarleneN.eaf
D1,e quais lugares você gostaria de viajar um dia,S_ALCP_2018FA-_MarleneN.eaf
D1,gostaria conhecer,S_ALCP_2018FA-_MarleneN.eaf
S,uhn,S_ALCP_2018FA-_MarleneN.eaf
D1,alguma praia ou ou até pode ser até fora do país também,S_ALCP_2018FA-_MarleneN.eaf
S,né,S_ALCP_2018FA-_MarleneN.eaf
S,uhn falar a verdade nunca pensei,S_ALCP_2018FA-_MarleneN.eaf
D1,não,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,não tem vontade de ficar viajando assim,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
S,viajando assim pra conhecer várias <a> cidade não,S_ALCP_2018FA-_MarleneN.eaf
D1,não,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,tem nenhuma agora que te vem a cabeça assim de ah lá falam que é bonito eu gostaria de conhecer,S_ALCP_2018FA-_MarleneN.eaf
S,ah tem gente que fala bastante <a> de porto de galinha né,S_ALCP_2018FA-_MarleneN.eaf
D1,ah sim,S_ALCP_2018FA-_MarleneN.eaf
D1,e lá você nunca foi,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,seria um lugar pra conhecer,S_ALCP_2018FA-_MarleneN.eaf
S,é de conhecer e tipo assim se divertir um pouco também né,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
S,que diz <a> que lá é bastante <a>,S_ALCP_2018FA-_MarleneN.eaf
S,movimentado,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
S,então,S_ALCP_2018FA-_MarleneN.eaf
S,teria,S_ALCP_2018FA-_MarleneN.eaf
D1,uma boa viagem né,S_ALCP_2018FA-_MarleneN.eaf
S,é,S_ALCP_2018FA-_MarleneN.eaf
ROTEIRO,LAZER,S_ALCP_2018FB+_IsabelaS.eaf
D1,e que que vocês gostam de fazer aqui nas horas de lazer a senhora costuma sair,S_ALCP_2018FB+_IsabelaS.eaf
D1,ou a senhora fica mais em casa mesmo,S_ALCP_2018FB+_IsabelaS.eaf
S,ah eu fica mais <a> em casa,S_ALCP_2018FB+_IsabelaS.eaf
D1,é,S_ALCP_2018FB+_IsabelaS.eaf
S,é mas <a> a gente,S_ALCP_2018FB+_IsabelaS.eaf
D1,é,S_ALCP_2018FB+_IsabelaS.eaf
S,então eh sempre eu vou pra pra assim quando a gente se reunia no dia da minha folga eu vou pra missa,S_ALCP_2018FB+_IsabelaS.eaf
D1,ah,S_ALCP_2018FB+_IsabelaS.eaf
D1,aham,S_ALCP_2018FB+_IsabelaS.eaf
S,xxx domingo no mês <a> sabe,S_ALCP_2018FB+_IsabelaS.eaf
D1,aham,S_ALCP_2018FB+_IsabelaS.eaf
S,vou pra missa em vinhedo,S_ALCP_2018FB+_IsabelaS.eaf
S,nós <a> se junta,S_ALCP_2018FB+_IsabelaS.eaf
S,assim eles <a> aqui na minha casa eu vou lá,S_ALCP_2018FB+_IsabelaS.eaf
S,na casa deles <a> só isso que a gente faz <0>,S_ALCP_2018FB+_IsabelaS.eaf
D1,uhum,S_ALCP_2018FB+_IsabelaS.eaf
D1,mas é em família mesmo né,S_ALCP_2018FB+_IsabelaS.eaf
S,só nós <a> a família só nós <a> mesmo <0>,S_ALCP_2018FB+_IsabelaS.eaf
D1,entendi,S_ALCP_2018FB+_IsabelaS.eaf
D1,e você acha que aqui em vinhedo tem boas opções de lazer pra quem quer sair,S_ALCP_2018FB+_IsabelaS.eaf
S,eu nã eu não,S_ALCP_2018FB+_IsabelaS.eaf
S,quer dizer tem mas <a> eu é difícil né,S_ALCP_2018FB+_IsabelaS.eaf
D1,você não sabe porque a senhora não sai muito né,S_ALCP_2018FB+_IsabelaS.eaf
S,eu nem sei,S_ALCP_2018FB+_IsabelaS.eaf
S,eu não saio eu não saio muito,S_ALCP_2018FB+_IsabelaS.eaf
D1,entendi,S_ALCP_2018FB+_IsabelaS.eaf
D1,e o seus amigos mais antigos estão aqui ou estão lá em alagoas,S_ALCP_2018FB+_IsabelaS.eaf
S,em alagoas <a>,S_ALCP_2018FB+_IsabelaS.eaf
D1,está tudo em alagoas mas a senhora tem uns amigos aqui não,S_ALCP_2018FB+_IsabelaS.eaf
S,eu não te,S_ALCP_2018FB+_IsabelaS.eaf
S,eu,S_ALCP_2018FB+_IsabelaS.eaf
S,eu não tenho assim amigos <a> só de como eu já falei de trabalho,S_ALCP_2018FB+_IsabelaS.eaf
D1,aham,S_ALCP_2018FB+_IsabelaS.eaf
S,então só meu filho a minha fi e a e a minha nora e a e meu e só,S_ALCP_2018FB+_IsabelaS.eaf
D1,só é a família mesmo né,S_ALCP_2018FB+_IsabelaS.eaf
S,só a família mesmo <0>,S_ALCP_2018FB+_IsabelaS.eaf
D1,mas esse pessoal que a senhora é amigo ainda que é de alagoas o pessoal mais antigo assim,S_ALCP_2018FB+_IsabelaS.eaf
D1,você a senhora mantém contato com eles,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,não mantém,S_ALCP_2018FB+_IsabelaS.eaf
S,uhn-uhn,S_ALCP_2018FB+_IsabelaS.eaf
D1,uhum,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,e a senhora costuma viajar,S_ALCP_2018FB+_IsabelaS.eaf
S,eu já viajei já umas <a>,S_ALCP_2018FB+_IsabelaS.eaf
S,acho que umas <a> umas <a> oito vezes <a> xxx,S_ALCP_2018FB+_IsabelaS.eaf
D1,esse ano,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,ah tá,S_ALCP_2018FB+_IsabelaS.eaf
S,o tempo todo,S_ALCP_2018FB+_IsabelaS.eaf
S,ao todos <a>,S_ALCP_2018FB+_IsabelaS.eaf
D1,ah,S_ALCP_2018FB+_IsabelaS.eaf
D1,des,S_ALCP_2018FB+_IsabelaS.eaf
S,aqui,S_ALCP_2018FB+_IsabelaS.eaf
D1,ah desses quinze ano a senhora já viajou umas oito vezes,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
S,foi,S_ALCP_2018FB+_IsabelaS.eaf
D1,mas foi pra pra alagoas voltou pra alagoas então,S_ALCP_2018FB+_IsabelaS.eaf
D1,ah tá,S_ALCP_2018FB+_IsabelaS.eaf
D1,então a senhora,S_ALCP_2018FB+_IsabelaS.eaf
D1,não tem o costume assim de todo ano voltar pra alagoas é,S_ALCP_2018FB+_IsabelaS.eaf
S,não não,S_ALCP_2018FB+_IsabelaS.eaf
D1,cada dois três anos,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
D1,ah entendi,S_ALCP_2018FB+_IsabelaS.eaf
D1,e mas tem algum lugar que a senhora gostaria de viajar,S_ALCP_2018FB+_IsabelaS.eaf
D1,além de alagoas né,S_ALCP_2018FB+_IsabelaS.eaf
S,eu eu vou falar a verdade eu nã eu so eu eu gosto <a> de viajar mas <a>,S_ALCP_2018FB+_IsabelaS.eaf
S,quer dizer assim vou viajar sozinha não viajo,S_ALCP_2018FB+_IsabelaS.eaf
D1,tsc ah é complicado né se o marido não for os filhos é,S_ALCP_2018FB+_IsabelaS.eaf
S,eu não gosto <a> é complicado eu não gosto <a>,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
D1,é cha acaba até sendo chato às vezes né,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
D1,aí a gente fica mais deprimido do que feliz de estar viajando né,S_ALCP_2018FB+_IsabelaS.eaf
S,então,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
S,é verdade,S_ALCP_2018FB+_IsabelaS.eaf
D1,entendi,S_ALCP_2018FB+_IsabelaS.eaf
ROTEIRO,LAZER,S_ALCP_2018FB+_MoniqueR.eaf
D1,e,S_ALCP_2018FB+_MoniqueR.eaf
D1,nas horas de lazer o que que vocês costumam fazer,S_ALCP_2018FB+_MoniqueR.eaf
D1,que que vocês gostam de fazer,S_ALCP_2018FB+_MoniqueR.eaf
S,o shopping,S_ALCP_2018FB+_MoniqueR.eaf
S,né,S_ALCP_2018FB+_MoniqueR.eaf
S,ou na represa em vinhedo é,S_ALCP_2018FB+_MoniqueR.eaf
D1,doença do macaco,S_ALCP_2018FB+_MoniqueR.eaf
D1,febre amarela,S_ALCP_2018FB+_MoniqueR.eaf
S,febre a,S_ALCP_2018FB+_MoniqueR.eaf
D1,a febre amarela,S_ALCP_2018FB+_MoniqueR.eaf
D1,entendi,S_ALCP_2018FB+_MoniqueR.eaf
S,xxx tomar uma cervejinha dele aí,S_ALCP_2018FB+_MoniqueR.eaf
S,eu sou eu vou pra igreja,S_ALCP_2018FB+_MoniqueR.eaf
D1,ah,S_ALCP_2018FB+_MoniqueR.eaf
S,estou <e> sossegada,S_ALCP_2018FB+_MoniqueR.eaf
D1,o os opostos são os opostos então,S_ALCP_2018FB+_MoniqueR.eaf
S,é é,S_ALCP_2018FB+_MoniqueR.eaf
D1,entendi,S_ALCP_2018FB+_MoniqueR.eaf
D1,ainda bem que vocês se dão assim tão bem né que senão,S_ALCP_2018FB+_MoniqueR.eaf
S,se damo graças <a> a deus <a>,S_ALCP_2018FB+_MoniqueR.eaf
D1,já pensou se desse eh acho que nem tinha casamento na verdade,S_ALCP_2018FB+_MoniqueR.eaf
S,é verdade,S_ALCP_2018FB+_MoniqueR.eaf
S,ele volta,S_ALCP_2018FB+_MoniqueR.eaf
S,é isso mesmo <0>,S_ALCP_2018FB+_MoniqueR.eaf
D1,ai jesus amado,S_ALCP_2018FB+_MoniqueR.eaf
D1,mas,S_ALCP_2018FB+_MoniqueR.eaf
D1,vocês acham que campinas tem boas opções de lazer,S_ALCP_2018FB+_MoniqueR.eaf
S,não,S_ALCP_2018FB+_MoniqueR.eaf
D1,em vinhedo vocês achavam que tinha,S_ALCP_2018FB+_MoniqueR.eaf
S,também não,S_ALCP_2018FB+_MoniqueR.eaf
D1,não,S_ALCP_2018FB+_MoniqueR.eaf
S,eu gosto <a> da represa de lá né xxx,S_ALCP_2018FB+_MoniqueR.eaf
D1,uhum,S_ALCP_2018FB+_MoniqueR.eaf
S,só que vinhedo é melhor pra se morar eu acho,S_ALCP_2018FB+_MoniqueR.eaf
D1,uhum,S_ALCP_2018FB+_MoniqueR.eaf
D1,mas eh não por causa de lazer você fala é mais por qualidade de vida assim,S_ALCP_2018FB+_MoniqueR.eaf
S,não,S_ALCP_2018FB+_MoniqueR.eaf
S,isso mesmo <a>,S_ALCP_2018FB+_MoniqueR.eaf
S,qualida qualidade de vida,S_ALCP_2018FB+_MoniqueR.eaf
