V1,V4,V5
D1,ah,S_ALCP_2018FA+_CleoniceC.eaf
D1,entendi,S_ALCP_2018FA+_CleoniceC.eaf
S,ou também por ser perto do campo belo,S_ALCP_2018FA+_CleoniceC.eaf
S,que o pessoal onde você acha o aluguel mais em conta também quando você mora de aluguel,S_ALCP_2018FA+_CleoniceC.eaf
D1,o campo belo é o maior bairro daqui dessa região né,S_ALCP_2018FA+_CleoniceC.eaf
S,eu acho que sim mas não po não é bem em campo belo porque tem o campo belo e den e,S_ALCP_2018FA+_CleoniceC.eaf
S,e no campo belo tem vários bairro interligado,S_ALCP_2018FA+_CleoniceC.eaf
D1,ah,S_ALCP_2018FA+_CleoniceC.eaf
S,que se eu falar pra você eu não sei eu não sei bem onde é o campo assim,S_ALCP_2018FA+_CleoniceC.eaf
S,onde o campo belo termina e onde o campo belo começa,S_ALCP_2018FA+_CleoniceC.eaf
S,porque tem fernanda tem jardim itaguaçu tem,S_ALCP_2018FA+_CleoniceC.eaf
S,olímpia cidade singer eu não sei pra que lado fica ele,S_ALCP_2018FA+_CleoniceC.eaf
D1,nossa,S_ALCP_2018FA+_CleoniceC.eaf
S,sabe,S_ALCP_2018FA+_CleoniceC.eaf
D1,bastante bairro,S_ALCP_2018FA+_CleoniceC.eaf
S,mas se você falar,S_ALCP_2018FA+_CleoniceC.eaf
S,de tal canto assim eu sei que campo belo fica na na no,S_ALCP_2018FA+_CleoniceC.eaf
S,nas duas ponta da,S_ALCP_2018FA+_CleoniceC.eaf
S,dos dois lado no direito e no esquerdo meu,S_ALCP_2018FA+_CleoniceC.eaf
S,agora,S_ALCP_2018FA+_CleoniceC.eaf
S,dentro dele ali tem esses bairro que eu falei que,S_ALCP_2018FA+_CleoniceC.eaf
S,que torna ele maior ainda,S_ALCP_2018FA+_CleoniceC.eaf
D1,tem bastante bairro então,S_ALCP_2018FA+_CleoniceC.eaf
S,é,S_ALCP_2018FA+_CleoniceC.eaf
D1,você está aqui há quanto tempo,S_ALCP_2018FA+_CleoniceC.eaf
S,vai fazer onze anos agora em março,S_ALCP_2018FA+_CleoniceC.eaf
D1,onze anos,S_ALCP_2018FA+_CleoniceC.eaf
S,é,S_ALCP_2018FA+_CleoniceC.eaf
D1,e você ficou quantos anos,S_ALCP_2018FA+_CleoniceC.eaf
D1,no são domingos,S_ALCP_2018FA+_CleoniceC.eaf
S,ah lá no são domingos eh,S_ALCP_2018FA+_CleoniceC.eaf
S,a gente ficou oito anos,S_ALCP_2018FA+_CleoniceC.eaf
D1,daí os outros três aqui,S_ALCP_2018FA+_CleoniceC.eaf
S,é,S_ALCP_2018FA+_CleoniceC.eaf
S,vai fazer três ano que a gente mudou mais de oito na verdade né,S_ALCP_2018FA+_CleoniceC.eaf
D1,e você acha que aqui as pessoas se ajudam,S_ALCP_2018FA+_CleoniceC.eaf
S,bom as pessoa que eu conheço,S_ALCP_2018FA+_CleoniceC.eaf
S,eu posso falar que sim,S_ALCP_2018FA+_CleoniceC.eaf
S,né e também assim como a gente trabalha fica o dia todo longe só se vê mais no na assim,S_ALCP_2018FA+_CleoniceC.eaf
S,assim de noitinha ou nos finais de semana,S_ALCP_2018FA+_CleoniceC.eaf
S,a gente não tem aquele conhecimento com tanta gente mas pelo menos as que eu,S_ALCP_2018FA+_CleoniceC.eaf
S,que eu conheço,S_ALCP_2018FA+_CleoniceC.eaf
S,quando eu preciso ou vice e versa,S_ALCP_2018FA+_CleoniceC.eaf
S,a gente está,S_ALCP_2018FA+_CleoniceC.eaf
S,sempre um está do lado do outro,S_ALCP_2018FA+_CleoniceC.eaf
D1,entendi,S_ALCP_2018FA+_CleoniceC.eaf
D1,e se você precisar de ajuda,S_ALCP_2018FA+_CleoniceC.eaf
D1,pra tomar conta da sua família ou acontecer alguma coisa pra quem você recorre,S_ALCP_2018FA+_CleoniceC.eaf
S,ah primeiro eu recorro à minha irmã,S_ALCP_2018FA+_CleoniceC.eaf
S,né,S_ALCP_2018FA+_CleoniceC.eaf
S,que a gente,S_ALCP_2018FA+_CleoniceC.eaf
S,é muito próximo é muito ligado também,S_ALCP_2018FA+_CleoniceC.eaf
S,que desde que o meu filho nasceu que é o,S_ALCP_2018FA+_CleoniceC.eaf
S,precisei trabalhar que ela vem olhar ele,S_ALCP_2018FA+_CleoniceC.eaf
S,aí depois tem a m também mais o marido dela,S_ALCP_2018FA+_CleoniceC.eaf
S,também são parente do meu marido,S_ALCP_2018FA+_CleoniceC.eaf
D1,entendi,S_ALCP_2018FA+_CleoniceC.eaf
S,aí tem outras pessoas que se pedir também a gente sabe que,S_ALCP_2018FA+_CleoniceC.eaf
D1,que vão te ajudar,S_ALCP_2018FA+_CleoniceC.eaf
S,é,S_ALCP_2018FA+_CleoniceC.eaf
D1,entendi,S_ALCP_2018FA+_CleoniceC.eaf
D1,e,S_ALCP_2018FA+_CleoniceC.eaf
D1,já aconteceu alguma coisa aqui que te fez pensar em mudar,S_ALCP_2018FA+_CleoniceC.eaf
S,como assim,S_ALCP_2018FA+_CleoniceC.eaf
S,qual sentido você fala,S_ALCP_2018FA+_CleoniceC.eaf
D1,qualquer sentido,S_ALCP_2018FA+_CleoniceC.eaf
D1,eh,S_ALCP_2018FA+_CleoniceC.eaf
D1,uma situação qualquer coisa que te fez pensar em,S_ALCP_2018FA+_CleoniceC.eaf
S,em mudar ir embora pro nordeste ou mudar pra outro,S_ALCP_2018FA+_CleoniceC.eaf
D1,ou pra outra região de campinas,S_ALCP_2018FA+_CleoniceC.eaf
S,não nunca pense,S_ALCP_2018FA+_CleoniceC.eaf
D1,ou você está tranquila,S_ALCP_2018FA+_CleoniceC.eaf
S,não nunca pensei,S_ALCP_2018FA+_CleoniceC.eaf
S,de sair daqui,S_ALCP_2018FA+_CleoniceC.eaf
S,da região não,S_ALCP_2018FA+_CleoniceC.eaf
S,até porque a gente trabalha em vinhedo,S_ALCP_2018FA+_CleoniceC.eaf
D1,ah,S_ALCP_2018FA+_CleoniceC.eaf
S,né a gente não não não,S_ALCP_2018FA+_CleoniceC.eaf
S,não vai muito pro centro de campinas ou coisa assim,S_ALCP_2018FA+_CleoniceC.eaf
D1,ah entendi,S_ALCP_2018FA+_CleoniceC.eaf
D1,e tem algum outro bairro de campinas que você gostaria de morar,S_ALCP_2018FA+_CleoniceC.eaf
S,não,S_ALCP_2018FA+_CleoniceC.eaf
D1,não ah,S_ALCP_2018FA+_CleoniceC.eaf
S,não,S_ALCP_2018FA+_CleoniceC.eaf
D1,você gosta daqui mesmo,S_ALCP_2018FA+_CleoniceC.eaf
S,eu gosto daqui,S_ALCP_2018FA+_CleoniceC.eaf
S,igual eu falei porque é do xxx pra lá então eu não conheço muita,S_ALCP_2018FA+_CleoniceC.eaf
D1,ah entendi,S_ALCP_2018FA+_CleoniceC.eaf
S,coisa assim apesar do tempo que já tem onze ano que eu moro aqui,S_ALCP_2018FA+_CleoniceC.eaf
D1,você não vai muito pro centro,S_ALCP_2018FA+_CleoniceC.eaf
S,é,S_ALCP_2018FA+_CleoniceC.eaf
S,eu vou é raramente eu ir,S_ALCP_2018FA+_CleoniceC.eaf
S,né mas que,S_ALCP_2018FA+_CleoniceC.eaf
S,que eu tenho vontade,S_ALCP_2018FA+_CleoniceC.eaf
S,um bairro que eu fui algumas vezes que eu acho bonito é o cambuí,S_ALCP_2018FA+_CleoniceC.eaf
S,xxx né,S_ALCP_2018FA+_CleoniceC.eaf
D1,ah sim,S_ALCP_2018FA+_CleoniceC.eaf
S,lá já é um pouco,S_ALCP_2018FA+_CleoniceC.eaf
D1,um pouco caro,S_ALCP_2018FA+_CleoniceC.eaf
S,não assim é que eu acho bonito não pra dizer ah,S_ALCP_2018FA+_CleoniceC.eaf
S,se eu tivesse condições eu moraria lá não sei,S_ALCP_2018FA+_CleoniceC.eaf
S,se eu tivesse condições hoje,S_ALCP_2018FA+_CleoniceC.eaf
S,eu acho que eu voltaria pro nordeste,S_ALCP_2018FA+_CleoniceC.eaf
D1,ah entendi você preferi você prefere voltar pro nordeste assim,S_ALCP_2018FA+_CleoniceC.eaf
S,é se a gente tivesse como sobreviver lá sim,S_ALCP_2018FA+_CleoniceC.eaf
D1,entendi,S_ALCP_2018FA+_CleoniceC.eaf
S,que a gente tem tem minha família toda lá também tem meu pai e minha mãe eles sente muita falta da gente,S_ALCP_2018FA+_CleoniceC.eaf
D1,mas você tem muita família aqui,S_ALCP_2018FA+_CleoniceC.eaf
S,aqui eu tenho a minha irmã tenho,S_ALCP_2018FA+_CleoniceC.eaf
S,os primo tipo primo da minha mãe,S_ALCP_2018FA+_CleoniceC.eaf
D1,ah,S_ALCP_2018FA+_CleoniceC.eaf
S,né que são eles consideram bem a gente,S_ALCP_2018FA+_CleoniceC.eaf
S,né e também tem o emprego aí tem xxx também a,S_ALCP_2018FA+_CleoniceC.eaf
S,o futuro do seu do filho né que as oportunidade daqui são mais do que lá,S_ALCP_2018FA+_CleoniceC.eaf
S,mas se eu tivesse se a gente tivesse condição de viver eu voltaria pra lá,S_ALCP_2018FA+_CleoniceC.eaf
D1,entendi,S_ALCP_2018FA+_CleoniceC.eaf
S,a gente cogitava essa ideia,S_ALCP_2018FA+_CleoniceC.eaf
D1,vocês ainda cogitam isso,S_ALCP_2018FA+_CleoniceC.eaf
S,sim,S_ALCP_2018FA+_CleoniceC.eaf
S,mas não não pra agora sabe no futuro,S_ALCP_2018FA+_CleoniceC.eaf
S,não sei precisar quanto tempo mas quem sabe um dia,S_ALCP_2018FA+_CleoniceC.eaf
S,pode ser que a gente muda a opinião também né,S_ALCP_2018FA+_CleoniceC.eaf
S,mas,S_ALCP_2018FA+_CleoniceC.eaf
S,igual a gente fo foi viajou lá o final do ano,S_ALCP_2018FA+_CleoniceC.eaf
S,e a gente não tem vontade de voltar,S_ALCP_2018FA+_CleoniceC.eaf
S,pra cá,S_ALCP_2018FA+_CleoniceC.eaf
S,quando você chegar aqui você vê que a realidade é outra né você tem que,S_ALCP_2018FA+_CleoniceC.eaf
S,focar naquilo que você quer e,S_ALCP_2018FA+_CleoniceC.eaf
S,ter os pés no chão,S_ALCP_2018FA+_CleoniceC.eaf
D1,entendi,S_ALCP_2018FA+_CleoniceC.eaf
ROTEIRO,BAIRRO,S_ALCP_2018FA-_EraniceS.eaf
D1,eh eh eu gostaria de perguntar pra você sobre,S_ALCP_2018FA-_EraniceS.eaf
D1,o lugar que você mora,S_ALCP_2018FA-_EraniceS.eaf
D1,você mora nesse bairro aqui,S_ALCP_2018FA-_EraniceS.eaf
S,não,S_ALCP_2018FA-_EraniceS.eaf
S,lá no maracanã,S_ALCP_2018FA-_EraniceS.eaf
D1,maracanã é aqui pertinho,S_ALCP_2018FA-_EraniceS.eaf
S,campo grande,S_ALCP_2018FA-_EraniceS.eaf
D1,ah o campo grande tá,S_ALCP_2018FA-_EraniceS.eaf
D1,faz quanto tempo que você mora lá,S_ALCP_2018FA-_EraniceS.eaf
S,vai fazer um ano agora,S_ALCP_2018FA-_EraniceS.eaf
S,em maio,S_ALCP_2018FA-_EraniceS.eaf
D1,você e você você,S_ALCP_2018FA-_EraniceS.eaf
D1,tem outro lugar que você você já morou,S_ALCP_2018FA-_EraniceS.eaf
S,lá no santa lúcia,S_ALCP_2018FA-_EraniceS.eaf
D1,e o qual que você acha melhor,S_ALCP_2018FA-_EraniceS.eaf
S,aqui,S_ALCP_2018FA-_EraniceS.eaf
D1,no no campo grande,S_ALCP_2018FA-_EraniceS.eaf
S,é no campo grande,S_ALCP_2018FA-_EraniceS.eaf
D1,do e por que você prefere o campo grande do que o o santa lúcia,S_ALCP_2018FA-_EraniceS.eaf
S,que é mais melhor lá,S_ALCP_2018FA-_EraniceS.eaf
S,mais sossegado,S_ALCP_2018FA-_EraniceS.eaf
D1,mais sossegado,S_ALCP_2018FA-_EraniceS.eaf
S,é,S_ALCP_2018FA-_EraniceS.eaf
D1,ah,S_ALCP_2018FA-_EraniceS.eaf
D1,por que que você você você mudou pro pro campo grande,S_ALCP_2018FA-_EraniceS.eaf
S,porque nós morava de aluguel,S_ALCP_2018FA-_EraniceS.eaf
D1,ah tá,S_ALCP_2018FA-_EraniceS.eaf
S,e lá nós não paga aluguel nós compramos lá,S_ALCP_2018FA-_EraniceS.eaf
D1,ai que delícia não,S_ALCP_2018FA-_EraniceS.eaf
D1,ahn,S_ALCP_2018FA-_EraniceS.eaf
D1,e seus vizinhos vocês se você conhece eles,S_ALCP_2018FA-_EraniceS.eaf
S,a maioria não só um só,S_ALCP_2018FA-_EraniceS.eaf
D1,só um,S_ALCP_2018FA-_EraniceS.eaf
S,é,S_ALCP_2018FA-_EraniceS.eaf
D1,e e no no no outro,S_ALCP_2018FA-_EraniceS.eaf
D1,no santa lúcia,S_ALCP_2018FA-_EraniceS.eaf
S,eu conhecia só a dona da casa,S_ALCP_2018FA-_EraniceS.eaf
D1,ah tá,S_ALCP_2018FA-_EraniceS.eaf
S,eu não faço muita amizade não,S_ALCP_2018FA-_EraniceS.eaf
D1,não faz muita amizade,S_ALCP_2018FA-_EraniceS.eaf
D1,e se te e se então você não participa assim se tiver festa de bairro,S_ALCP_2018FA-_EraniceS.eaf
S,não,S_ALCP_2018FA-_EraniceS.eaf
D1,é eh onde as pessoas se reúne você não participa,S_ALCP_2018FA-_EraniceS.eaf
S,não,S_ALCP_2018FA-_EraniceS.eaf
S,às vezes que eu venho pra cá né,S_ALCP_2018FA-_EraniceS.eaf
D1,tá,S_ALCP_2018FA-_EraniceS.eaf
D1,quando você vem pra cá daí você participa,S_ALCP_2018FA-_EraniceS.eaf
S,é,S_ALCP_2018FA-_EraniceS.eaf
D1,ahn,S_ALCP_2018FA-_EraniceS.eaf
D1,daí do do que que é,S_ALCP_2018FA-_EraniceS.eaf
D1,que que que você participa o que que você,S_ALCP_2018FA-_EraniceS.eaf
S,é em família,S_ALCP_2018FA-_EraniceS.eaf
D1,família,S_ALCP_2018FA-_EraniceS.eaf
S,é,S_ALCP_2018FA-_EraniceS.eaf
D1,ah tá isso é legal né,S_ALCP_2018FA-_EraniceS.eaf
D1,e,S_ALCP_2018FA-_EraniceS.eaf
D1,se você fica doente por exemplo,S_ALCP_2018FA-_EraniceS.eaf
D1,ahn,S_ALCP_2018FA-_EraniceS.eaf
D1,aí quem que você você você você chama pra ajudar,S_ALCP_2018FA-_EraniceS.eaf
D1,eh né quem quem que você fala,S_ALCP_2018FA-_EraniceS.eaf
D1,olha dá uma toma conta aqui da da minha família,S_ALCP_2018FA-_EraniceS.eaf
D1,está do,S_ALCP_2018FA-_EraniceS.eaf
D1,pra quem que você busca ajuda,S_ALCP_2018FA-_EraniceS.eaf
S,ninguém,S_ALCP_2018FA-_EraniceS.eaf
D1,ninguém,S_ALCP_2018FA-_EraniceS.eaf
S,não eu vou só,S_ALCP_2018FA-_EraniceS.eaf
S,pro hospital,S_ALCP_2018FA-_EraniceS.eaf
D1,mas aí por exemplo você vai pro hospital daí fala,S_ALCP_2018FA-_EraniceS.eaf
D1,tem alguém que fica cuidando do seu neném,S_ALCP_2018FA-_EraniceS.eaf
S,tem a vizinha que eu falei lá,S_ALCP_2018FA-_EraniceS.eaf
D1,ah tá bom,S_ALCP_2018FA-_EraniceS.eaf
S,ela que fica,S_ALCP_2018FA-_EraniceS.eaf
D1,do do campo grande,S_ALCP_2018FA-_EraniceS.eaf
S,é,S_ALCP_2018FA-_EraniceS.eaf
D1,tá,S_ALCP_2018FA-_EraniceS.eaf
D1,e,S_ALCP_2018FA-_EraniceS.eaf
D1,e nesse seu bairro já aconteceu alguma coisa que você,S_ALCP_2018FA-_EraniceS.eaf
D1,ficou com vontade de mudar de,S_ALCP_2018FA-_EraniceS.eaf
S,não,S_ALCP_2018FA-_EraniceS.eaf
D1,não,S_ALCP_2018FA-_EraniceS.eaf
S,não,S_ALCP_2018FA-_EraniceS.eaf
D1,e no santa lúcia,S_ALCP_2018FA-_EraniceS.eaf
S,também não,S_ALCP_2018FA-_EraniceS.eaf
D1,também não,S_ALCP_2018FA-_EraniceS.eaf
S,nós só saímos de lá porque o aluguel já tava caro,S_ALCP_2018FA-_EraniceS.eaf
D1,ah tá só por causa do aluguel,S_ALCP_2018FA-_EraniceS.eaf
S,é,S_ALCP_2018FA-_EraniceS.eaf
D1,tá,S_ALCP_2018FA-_EraniceS.eaf
D1,e,S_ALCP_2018FA-_EraniceS.eaf
D1,você gostava de morar lá então,S_ALCP_2018FA-_EraniceS.eaf
S,gostava,S_ALCP_2018FA-_EraniceS.eaf
D1,no no santa lúcia,S_ALCP_2018FA-_EraniceS.eaf
S,era bonzinho lá,S_ALCP_2018FA-_EraniceS.eaf
S,só que ali no campo grande é mais sossegado,S_ALCP_2018FA-_EraniceS.eaf
D1,e tem um algum bairro que você gostaria de morar,S_ALCP_2018FA-_EraniceS.eaf
D1,assim aqui em campinas,S_ALCP_2018FA-_EraniceS.eaf
S,aqui,S_ALCP_2018FA-_EraniceS.eaf
D1,no satélite,S_ALCP_2018FA-_EraniceS.eaf
S,é,S_ALCP_2018FA-_EraniceS.eaf
D1,ah tá,S_ALCP_2018FA-_EraniceS.eaf
S,não sei quando mas,S_ALCP_2018FA-_EraniceS.eaf
D1,legal,S_ALCP_2018FA-_EraniceS.eaf
D1,eh,S_ALCP_2018FA-_EraniceS.eaf
D1,com quantos anos você veio pra cá,S_ALCP_2018FA-_EraniceS.eaf
S,eu tinha dezessete,S_ALCP_2018FA-_EraniceS.eaf
D1,dezessete,S_ALCP_2018FA-_EraniceS.eaf
S,hoje eu tenho vinte e quatro,S_ALCP_2018FA-_EraniceS.eaf
S,eu moro há dez ano,S_ALCP_2018FA-_EraniceS.eaf
D1,faz sete que você está aqui,S_ALCP_2018FA-_EraniceS.eaf
S,é,S_ALCP_2018FA-_EraniceS.eaf
S,é,S_ALCP_2018FA-_EraniceS.eaf
S,eu falei errado,S_ALCP_2018FA-_EraniceS.eaf
D1,eh de,S_ALCP_2018FA-_EraniceS.eaf
ROTEIRO,BAIRRO,S_ALCP_2018FA-_MarleneN.eaf
D1,eh você mora aqui nesse bairro,S_ALCP_2018FA-_MarleneN.eaf
S,sim,S_ALCP_2018FA-_MarleneN.eaf
D1,você mora nesse bairro,S_ALCP_2018FA-_MarleneN.eaf
D1,e quanto tempo faz que você mora nesse bairro aqui,S_ALCP_2018FA-_MarleneN.eaf
S,vai fazer nove anos,S_ALCP_2018FA-_MarleneN.eaf
D1,nove anos já,S_ALCP_2018FA-_MarleneN.eaf
D1,e quando você veio de alagoas pra cá,S_ALCP_2018FA-_MarleneN.eaf
D1,você já veio pra esse bairro ou não,S_ALCP_2018FA-_MarleneN.eaf
S,já,S_ALCP_2018FA-_MarleneN.eaf
D1,já veio pra esse bairro você não passou nem um outro nenhuma outra cidade nenhum outro bairro antes de vir pra cá,S_ALCP_2018FA-_MarleneN.eaf
S,cidade sim,S_ALCP_2018FA-_MarleneN.eaf
S,mas quando eu vim pra cá já fiquei aqui,S_ALCP_2018FA-_MarleneN.eaf
D1,ah tá pra morar mesmo você já veio direto pra campinas,S_ALCP_2018FA-_MarleneN.eaf
S,já fiquei a,S_ALCP_2018FA-_MarleneN.eaf
D1,e veio pra esse bairro mesmo,S_ALCP_2018FA-_MarleneN.eaf
S,sim,S_ALCP_2018FA-_MarleneN.eaf
D1,entendi,S_ALCP_2018FA-_MarleneN.eaf
D1,e você gosta de morar nessa região de campinas,S_ALCP_2018FA-_MarleneN.eaf
S,sim,S_ALCP_2018FA-_MarleneN.eaf
D1,gosta,S_ALCP_2018FA-_MarleneN.eaf
S,gosto,S_ALCP_2018FA-_MarleneN.eaf
D1,e por que que você escolheu morar aqui nesse bairro,S_ALCP_2018FA-_MarleneN.eaf
S,não eu vim pra cá porque o irmão do meu marido já morava aqui,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
S,então como ele morava aqui nós já veio diretamente pra cá,S_ALCP_2018FA-_MarleneN.eaf
S,aí acostumei e estou aqui até agora,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
D1,ficou até hoje,S_ALCP_2018FA-_MarleneN.eaf
S,até hoje,S_ALCP_2018FA-_MarleneN.eaf
D1,mas aí vocês vieram pra mais por conta de trabalho,S_ALCP_2018FA-_MarleneN.eaf
S,sim,S_ALCP_2018FA-_MarleneN.eaf
D1,por fi porque a família já estava aqui,S_ALCP_2018FA-_MarleneN.eaf
S,trabalho,S_ALCP_2018FA-_MarleneN.eaf
D1,foi trabalho mesmo,S_ALCP_2018FA-_MarleneN.eaf
S,sim,S_ALCP_2018FA-_MarleneN.eaf
D1,você já era casada quando você veio,S_ALCP_2018FA-_MarleneN.eaf
S,já,S_ALCP_2018FA-_MarleneN.eaf
D1,ah entendi,S_ALCP_2018FA-_MarleneN.eaf
D1,lá em alagoas qual qual que é sua cidade,S_ALCP_2018FA-_MarleneN.eaf
S,arapiraca,S_ALCP_2018FA-_MarleneN.eaf
D1,ah arapiraca conheço bastante gente de arapiraca já,S_ALCP_2018FA-_MarleneN.eaf
D1,famosa essa cidade já,S_ALCP_2018FA-_MarleneN.eaf
D1,e aqui você conhece os seus vizinhos,S_ALCP_2018FA-_MarleneN.eaf
S,sim,S_ALCP_2018FA-_MarleneN.eaf
D1,conhece,S_ALCP_2018FA-_MarleneN.eaf
S,conheço,S_ALCP_2018FA-_MarleneN.eaf
D1,mas é mais assim de amizade ou só de um oi tchau assim,S_ALCP_2018FA-_MarleneN.eaf
S,mais de amizades mas de oi oi tem bastante também,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
D1,entendi,S_ALCP_2018FA-_MarleneN.eaf
D1,e o que que você acha que o seu bairro aqui tem de diferente dos outros bairros de campinas,S_ALCP_2018FA-_MarleneN.eaf
S,falar a verdade pra você,S_ALCP_2018FA-_MarleneN.eaf
S,os outros eu não saio daqui tipo assim pra ir pra os outros só fico mais aqui então eu não sei o que falar dos outros bairros,S_ALCP_2018FA-_MarleneN.eaf
D1,aham,S_ALCP_2018FA-_MarleneN.eaf
S,que é só aqui mesmo que eu fico não sou de,S_ALCP_2018FA-_MarleneN.eaf
D1,não sabe dizer de outros lugares mas você acha que é um bairro assim que é,S_ALCP_2018FA-_MarleneN.eaf
S,estar,S_ALCP_2018FA-_MarleneN.eaf
S,é,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,eh diferenciado porque ele é completo ou ele é diferenciado porque ele não tem algumas coisas,S_ALCP_2018FA-_MarleneN.eaf
D1,você acha que falta alguma coisa ou que tem bastante coisa aqui pra vocês,S_ALCP_2018FA-_MarleneN.eaf
S,não aqui perto eu acho que tem bastante coisa,S_ALCP_2018FA-_MarleneN.eaf
D1,está tranquilo assim,S_ALCP_2018FA-_MarleneN.eaf
S,está tranquilo,S_ALCP_2018FA-_MarleneN.eaf
D1,entendi,S_ALCP_2018FA-_MarleneN.eaf
S,pra mim sim,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
D1,está satisfazendo você,S_ALCP_2018FA-_MarleneN.eaf
S,está,S_ALCP_2018FA-_MarleneN.eaf
D1,por enquanto,S_ALCP_2018FA-_MarleneN.eaf
D1,e você sabe se aqui costuma haver festa de bairro,S_ALCP_2018FA-_MarleneN.eaf
S,ah tem mais assim tipo assim dia das crianças faz bastante,S_ALCP_2018FA-_MarleneN.eaf
S,pra as criança tipo pula pula mas assim pra sociedade não,S_ALCP_2018FA-_MarleneN.eaf
D1,não,S_ALCP_2018FA-_MarleneN.eaf
D1,é mais pro dia das crianças mesmo,S_ALCP_2018FA-_MarleneN.eaf
S,é,S_ALCP_2018FA-_MarleneN.eaf
D1,e tem algum lugar por exemplo que as pessoas costumam se reunir aqui no bairro pode ser por exemplo o parque barzinho,S_ALCP_2018FA-_MarleneN.eaf
D1,as pessoas costumam,S_ALCP_2018FA-_MarleneN.eaf
D1,não necessariamente é uma festa mas elas acabam se reunindo de certa forma,S_ALCP_2018FA-_MarleneN.eaf
S,tipo assim eu não sou de ir muito em bar mas geralmente a maioria das pessoas ficam mais em barzinho assim bebendo,S_ALCP_2018FA-_MarleneN.eaf
D1,aham,S_ALCP_2018FA-_MarleneN.eaf
D1,fica junto mais assim,S_ALCP_2018FA-_MarleneN.eaf
S,é,S_ALCP_2018FA-_MarleneN.eaf
D1,entendi,S_ALCP_2018FA-_MarleneN.eaf
D1,e por exmeplo natal ano novo eles não fazem nada,S_ALCP_2018FA-_MarleneN.eaf
S,faz tipo assim na casa da pessoa igual,S_ALCP_2018FA-_MarleneN.eaf
S,a maioria da,S_ALCP_2018FA-_MarleneN.eaf
S,das minhas amiga se reúne aí tem uma casa já,S_ALCP_2018FA-_MarleneN.eaf
S,aí todo mundo participa nessa casa,S_ALCP_2018FA-_MarleneN.eaf
D1,ah entendi aí calma mas é cada um na sua casa nesse sentido né as famílias nas casas com seus amigos mas não é uma coisa,S_ALCP_2018FA-_MarleneN.eaf
D1,geralizada assim pra pra,S_ALCP_2018FA-_MarleneN.eaf
D1,pra si pra pro bairro,S_ALCP_2018FA-_MarleneN.eaf
D1,no caso né,S_ALCP_2018FA-_MarleneN.eaf
S,não aí tem só as pessoa já certa tipo assim,S_ALCP_2018FA-_MarleneN.eaf
S,as mais próximas,S_ALCP_2018FA-_MarleneN.eaf
D1,aham,S_ALCP_2018FA-_MarleneN.eaf
S,mas não pro bairro todo assim,S_ALCP_2018FA-_MarleneN.eaf
D1,não,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,ah entendi,S_ALCP_2018FA-_MarleneN.eaf
D1,está certo,S_ALCP_2018FA-_MarleneN.eaf
D1,e as pessoas aqui por aqui se ajudam,S_ALCP_2018FA-_MarleneN.eaf
D1,você sabe dizer,S_ALCP_2018FA-_MarleneN.eaf
S,as que eu conheço sim quando precisa se precisar ajudam,S_ALCP_2018FA-_MarleneN.eaf
D1,se acontecer de por exemplo você ou alguém da sua família ficar doente precisar de ajuda quem que é a primeira pessoa que você recorre,S_ALCP_2018FA-_MarleneN.eaf
S,ai eu acho que é minha comadre,S_ALCP_2018FA-_MarleneN.eaf
D1,a sua comadre é,S_ALCP_2018FA-_MarleneN.eaf
D1,é su é alguma coisa sua assim no sentido de,S_ALCP_2018FA-_MarleneN.eaf
S,tipo assim,S_ALCP_2018FA-_MarleneN.eaf
D1,de sangue,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
D1,não,S_ALCP_2018FA-_MarleneN.eaf
S,é comadre madrinha da minhas filhas aí eu tenho mais a proximidade depois dela tipo assim aí vem a,S_ALCP_2018FA-_MarleneN.eaf
S,mãe da j que é a l,S_ALCP_2018FA-_MarleneN.eaf
S,mas primeiramente tipo assim ela,S_ALCP_2018FA-_MarleneN.eaf
D1,aham,S_ALCP_2018FA-_MarleneN.eaf
S,tem a afinidade mais,S_ALCP_2018FA-_MarleneN.eaf
D1,com ela mesmo e ela mora perto de você,S_ALCP_2018FA-_MarleneN.eaf
S,com ela,S_ALCP_2018FA-_MarleneN.eaf
S,não,S_ALCP_2018FA-_MarleneN.eaf
S,aqui no bairro não ela mora aqui mas não aqui no bairro,S_ALCP_2018FA-_MarleneN.eaf
D1,não não perto assim nesse sentido,S_ALCP_2018FA-_MarleneN.eaf
S,não mais perto é a,S_ALCP_2018FA-_MarleneN.eaf
S,a l,S_ALCP_2018FA-_MarleneN.eaf
D1,é a l,S_ALCP_2018FA-_MarleneN.eaf
D1,uhum,S_ALCP_2018FA-_MarleneN.eaf
